Cable System Name,Operators,Known Users (ASes),Length of Cable System (km),Sources,Connecting cables,Landing Point 1,Landing Point 2,Landing Point 3,Landing Point 4,Landing Point 5,Landing Point 6,Landing Point 7,Landing Point 8,Landing Point 9,Landing Point 10,Landing Point 11,Landing Point 12,Landing Point 13,Landing Point 14,Landing Point 15,Landing Point 16,Landing Point 17,Landing Point 18,Landing Point 19,Landing Point 20,Landing Point 21,Landing Point 22,Segment 1,Segment 1 Length (km),Segment 1 Predicted RTT (ms),Segment 2,Segment 2 Length (km),Segment 2 Predicted RTT (ms),Segment 3,Segment 3 Length (km),Segment 4,Segment 4 Length (km),Segment 4 Predicted RTT (ms),Segment 5,Segment 5 Length (km),Segment 5 Predicted RTT (ms),Segment 6,Segment 6 Length (km),Segment 6 Predicted RTT (ms),Segment 7,Segment 7 Length (km),Segment 7 Predicted RTT (ms),Segment 8,Segment 8 Length (km),Segment 8 Predicted RTT (ms),Segment 9,Segment 9 Length (km),Segment 9 Predicted RTT (ms),Segment 10,Segment 10 Length (km),Segment 10 Predicted RTT (ms),Segment 11,Segment 11 Length (km),Segment 11 Predicted RTT (ms),Segment 12,Segment 12 Length (km),Segment 12 Predicted RTT (ms),Segment 13,Segment 13 Length (km),Segment 13 Predicted RTT (ms),Segment 14,Segment 14 Length (km),Segment 14 Predicted RTT (ms),Segment 15,Segment 15 Length (km),Segment 15 Predicted RTT (ms),Segment 16,Segment 16 Length (km),Segment 16 Predicted RTT (ms),Segment 17,Segment 17 Length (km),Segment 17 Predicted RTT (ms),Segment 18,Segment 18 Length (km),Segment 18 Predicted RTT (ms)
asia-pacific-gateway-apg,"China Mobile, China Telecom, China Unicom, Chunghwa Telecom, KT, LG Uplus, Meta, NTT, National Telecom, Starhub, TIME dotCom, VNPT International, Viettel Corporation",Tata Communications,10400,"https://www.tatacommunications.com/map/, https://www.submarinenetworks.com/en/systems/intra-asia/apg, https://www.submarinecablemap.com/submarine-cable/asia-pacific-gateway-apg",-,"Chongming, China","Nanhui, China","Tseung Kwan O, China","Maruyama, Japan","Shima, Japan","Kuantan, Malaysia","Changi South, Singapore","Busan, South Korea","Toucheng, Taiwan","Songkhla, Thailand","Danang, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asia-submarine-cable-express-asecahaya-malaysia,,Tata Communications,,https://www.tatacommunications.com/map/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic-crossing-1-ac-1,CenturyLink,PCCW,14000,https://www.submarinenetworks.com/en/systems/trans-atlantic/ac-1,-,"Brookhaven, NY, US","Whitesands Bay, United Kingdom","Beverwijk, Netherlands","Sylt, Germany",,,,,,,,,,,,,,,,,,,"Brookhaven, NY, US; Whitesands Bay, United Kingdom",,,"Sylt, Germany; Beverwijk, Netherlands",,,"Brookhaven, NY, US; Sylt, Germany",,"Beverwijk, Netherlands; Whitesands Bay, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas-offshore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au-aleutian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
australia-japan-cable-ajc,"AT&T, NTT, SoftBank Corp, Telstra",,12700,https://www.infrapedia.com/subsea-cable/australia-japan-cable-ajc,,"Maruyama, Japan","Oxford Falls, Australia","Shima, Japan","Tanguisson Point, GU, US","Tumon Bay, GU, US","Paddington, Australia",,,,,,,,,,,,,,,,,"Paddington, Australia; Maruyama, Japan",,,"Maruyama, Japan; Oxford Falls, Australia",,,"Maruyama, Japan; Tumon Bay, GU, US",,"Tumon Bay, GU, US; Paddington, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
australia-singapore-cable-asc,,,,,darwin-jakarta-singapore-cable-djsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azores-fiber-optic-system-afos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2js-jakarta-bangka-batam-singapore-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bahamas-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bahamas-domestic-submarine-network-bdsni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bahamas-internet-cable-system-bics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balalink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baltic-sea-submarine-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baltica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bass-strait-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bass-strait-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basslink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batam-dumai-melaka-bdm-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batam-rengit-cable-system-brcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batam-sarawak-internet-cable-system-basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batam-singapore-cable-system-bscs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bay-of-bengal-gateway-bbg,,"Sparkle, Tata Communications",,"https://www.globalbackbone.tisparkle.com/#, https://www.tatacommunications.com/map/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcs-east,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcs-east-west-interlink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcs-north---phase-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcs-north---phase-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berytar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bharat-lanka-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bicentenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bifrost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biznet-nusantara-cable-system-1-bncs-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bodo-rost-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boracay-palawan-submarine-cable-system-bpscs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boriken-submarine-cable-system-bscs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brazilian-festoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridge-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brusa,,Telxius,,"https://www.submarinenetworks.com/en/systems/brazil-africa/sail, https://www.submarinenetworks.com/en/systems/brazil-us/southern-caribbean-fiber, https://telxius.com/en/our-network/brusa/","south-atlantic-inter-link-sail, southern-caribbean-fiber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bt-highlands-and-islands-submarine-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bt-mt-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bt-north-sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c-lion1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabo-verde-telecom-domestic-submarine-cable-phase-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabo-verde-telecom-domestic-submarine-cable-phase-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabo-verde-telecom-domestic-submarine-cable-phase-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cadmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canalink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candalta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cantat-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caribbean-bermuda-u-s-cbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caribbean-express-cx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caribbean-regional-communications-infrastructure-program-carcip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carnival-submarine-network-1-csn-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caucasus-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cayman-jamaica-fiber-system-cjfs,Liberty Latin America,,870,https://www.submarinecablemap.com/submarine-cable/cayman-jamaica-fiber-system-cjfs,,"Cayman Brac, Cayman Islands","Half Moon Bay, Cayman Islands","Bull Bay, Jamaica","Montego Bay, Jamaica","Ocho Rios, Jamaica","Port Antonio, Jamaica",,,,,,,,,,,,,,,,,"Half Moon Bay, Cayman Islands; Cayman Brac, Cayman Islands",,,"Cayman Brac, Cayman Islands; Montego Bay, Jamaica",,,"Montego Bay, Jamaica; Bull Bay, Jamaica",,"[Montego Bay, Jamaica; Bull Bay, Jamaica]; Ocho Rios, Jamaica",,,"[Montego Bay, Jamaica; Bull Bay, Jamaica]; Port Antonio, Jamaica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceiba-1,GITGE,,287,"https://www.submarinecablemap.com/submarine-cable/ceiba-1,https://www.submarinenetworks.com/en/systems/euro-africa/ceiba-1?highlight=WyJjZWliYS0xIl0=",,"Bata, Equatorial Guinea","Malabo, Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,"Bata, Equatorial Guinea; Malabo, Equatorial Guinea",287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceiba-2,GITGE,,290,"https://www.submarinecablemap.com/submarine-cable/ceiba-2,https://www.submarinenetworks.com/en/systems/euro-africa/ceiba-2?highlight=WyJjZWliYS0yIiwiY2VpYmEtMitzYWlsIl0=",,"Kribi, Cameroon","Bata, Equatorial Guinea","Bata, Equatorial Guinea",,,,,,,,,,,,,,,,,,,,"Bata, Equatorial Guinea; Malabo, Equatorial Guinea",,,"[Bata, Equatorial Guinea; Malabo, Equatorial Guinea]; Kribi, Cameroon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celtic-norse,,,,"https://celticnorse.no/,https://www.submarinenetworks.com/en/systems/intra-europe/celtic-norse?highlight=WyJjZWx0aWMiXQ==",,"Trondheim, Norway","County Mayo, Ireland",,,,,,,,,,,,,,,,,,,,,"Trondheim, Norway; County Mayo, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celtixconnect-1-cc-1,Aqua Comms,Zayo,131,"https://www.submarinecablemap.com/submarine-cable/celtixconnect-1-cc-1, https://go.zayo.com/Zayo_Network_Capabilities_Mapbook",,"Dublin, Ireland","Holyhead, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Dublin, Ireland; Holyhead, United Kingdom",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
challenger-bermuda-1-cb-1,One Communications,,1448,https://www.submarinecablemap.com/submarine-cable/challenger-bermuda-1-cb-1,,"Paget, Bermuda","Charlestown RI, US",,,,,,,,,,,,,,,,,,,,,"Paget, Bermuda; Charlestown RI, US",1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel-islands-9-liberty-submarine-cable,JTGlobal,,126,"https://www.submarinecablemap.com/submarine-cable/channel-islands-9-liberty-submarine-cable,https://www.semanticnet.net/subseacable/mhzDBp4Lw4sDV4B0SMh6/liberty-submarine-cable",,"L'Ancresse Bay, Guernsey","Blackpool Sands, United Kingdom",,,,,,,,,,,,,,,,,,,,,"L'Ancresse Bay, Guernsey; Blackpool Sands, United Kingdom",,,,,,"Havelock, India; Long Island, India",,"Long Island, India; Rangat, India",,,"Port Blair, India; Little Andaman, India",,,"Little Andaman, India; Car Nicobar, India",,,"Car Nicobar, India; Kamorta, India",,,"Kamorta, India; Great Nicobar, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chennai-andaman-nicobar-islands-cable,BSNL,,2300,https://www.submarinecablemap.com/submarine-cable/chennai-andaman-nicobar-islands-cable-cani,,"Car Nicobar, India","Chennai, India","Great Nicobar, India","Havelock, India","Kamorta, India","Little Andaman, India","Long Island, India","Port Blair, India","Rangat, India",,,,,,,,,,,,,,"Chennai, India; Port Blair, India",,,"Port Blair, India; Havelock, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chuuk-pohnpei-cable,FSMTCC,,1200,https://www.submarinecablemap.com/submarine-cable/chuuk-pohnpei-cable,,"Pohnpei, Micronesia","Weno, Chuuk, Micronesia",,,,,,,,,,,,,,,,,,,,,"Pohnpei, Micronesia; Weno, Chuuk, Micronesia",1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circe-north,"Zayo, euNetworks",,203,"https://www.submarinecablemap.com/submarine-cable/circe-north, https://go.zayo.com/Zayo_Network_Capabilities_Mapbook",,"Zandvoort, Netherlands","Lowestoft, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Zandvoort, Netherlands; Lowestoft, United Kingdom",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circe-south,"Zayo, euNetworks",,115,"https://www.submarinecablemap.com/submarine-cable/circe-south, https://go.zayo.com/Zayo_Network_Capabilities_Mapbook",,"Cayeux-sur-Mer, France","Pevensey Bay, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Cayeux-sur-Mer, France; Pevensey Bay, United Kingdom",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cobracable,Relined,,304,https://www.submarinecablemap.com/submarine-cable/cobracable,,"Endrup, Denmark","Eemshaven, Netherlands",,,,,,,,,,,,,,,,,,,,,"Endrup, Denmark; Eemshaven, Netherlands",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cogim,Telebec,,438,https://www.submarinecablemap.com/submarine-cable/cogim,,"L'Anse-?-Beaufils, QC, Canada","Les ?les-de-la-Madeleine, QC, Canada",,,,,,,,,,,,,,,,,,,,,"L'Anse-?-Beaufils, QC, Canada; Les ?les-de-la-Madeleine, QC, Canada",,,"L'Anse-?-Beaufils, QC, Canada; Les ?les-de-la-Madeleine, QC, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colombia-florida-subsea-fiber-cfx-1,Liberty Latin America,,2400,"https://www.submarinecablemap.com/submarine-cable/colombia-florida-subsea-fiber-cfx-1,https://www.submarinenetworks.com/en/systems/brazil-us/cfx-1?highlight=WyJjb2xvbWJpYS1mbG9yaWRhIl0=",,"Boca Raton, Florida","Cartagena, Colombia","Morant Bay, Jamaica","Copa Club, Jamaica",,,,,,,,,,,,,,,,,,,"Boca Raton, Florida; Cartagena, Colombia",,,"[Boca Raton, Florida; Cartagena, Colombia]; Morant Bay, Jamaica",,,"Morant Bay, Jamaica; Copa Club, Jamaica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colombian-festoon,Telefonica Movistar,,400,"https://www.submarinecablemap.com/submarine-cable/colombian-festoon,https://submarinecables.com/submarine-cable/colombian-festoon",,"Cartagena, Colombia","Parque Isla de Salamanca, Colombia","Puerto Colombia, Colombia","Santa Marta, Colombia","Tolu, Colombia",,,,,,,,,,,,,,,,,,"Tolu, Colombia; Cartagena, Colombia",,,"Cartagena, Colombia; Puerto Colombia, Colombia",,,"Parque Isla de Salamanca, Colombia; Santa Marta, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
columbus-ii-b,AT&T,,2068,"https://www.semanticnet.net/subseacable/zUwg14UgDJjDcCsz3tFA/columbus-ii-b,https://en.wikipedia.org/wiki/Columbus_II",,"West Palm Beach FL, US","Magens Bay VI, US",,,,,,,,,,,,,,,,,,,,,"West Palm Beach FL, US; Magens Bay VI, US",2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
columbus-iii-azores-portugal,Altice Portugal,,,https://www.submarinecablemap.com/submarine-cable/columbus-iii-azores-portugal,,"Carcavelos, Portugal","Ponta Delgada, Portugal",,,,,,,,,,,,,,,,,,,,,"Carcavelos, Portugal; Ponta Delgada, Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comoros-domestic-cable-system,Comores Telecom ,,,https://www.submarinecablemap.com/submarine-cable/comoros-domestic-cable-system,,"Chindini, Comoros","Fomboni Moheli, Comoros","Mutsamudu, Comoros",,,,,,,,,,,,,,,,,,,,"Chindini, Comoros; Fomboni Moheli, Comoros",,,"Fomboni Moheli, Comoros; Mutsamudu, Comoros",,,"Mutsamudu, Comoros; Chindini, Comoros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concerto,EXA Infrastructure,,550,https://www.submarinecablemap.com/submarine-cable/concerto,,"Zandvoort, Netherlands","Sizewell, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Zandvoort, Netherlands; Sizewell, United Kingdom",550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confluence-1,Confluence Networks,,2571,https://www.submarinecablemap.com/submarine-cable/confluence-1,,"Boca Raton FL, US","Jacksonville FL, US","Myrtle Beach SC, US","Virginia Beach VA, US","Wall Township NJ, US",,,,,,,,,,,,,,,,,,"Boca Raton FL, US; Wall Township NJ, US",,,"[Boca Raton FL, US; Wall Township NJ, US]; Jacksonville, FL, US",,,"[Boca Raton FL, US; Wall Township NJ, US]; Myrtle Beach, SC, US",,"[Boca Raton FL, US; Wall Township NJ, US]; Virginia Beach, VA, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
converge-domestic-submarine-cable-network-cdscn,Converge ICT,,1300,https://www.submarinecablemap.com/submarine-cable/converge-domestic-submarine-cable-network-cdscn,,"Baclayon, Philippines","Bacong, Philippines","Bogo, Philippines","Boracay, Philippines","Buenavista, Philippines","Cagayan de Oro, Philippines","Coron, Philippines","Leganes, Philippines","Masbate City, Philippines","Milagros, Philippines","Naga, Philippines","Ormoc, Philippines","Pasacao, Philippines","Roxas City, Philippines","Roxas, Philippines","San Carlos, Philippines","San Juan, Philippines","San Remigio, Philippines","Tagbilaran, Philippines","Talisay City, Philippines","Taytay, Philippines","Toledo, Philippines","Taytay, Philippines; Coron, Philippines",,,"Coron, Philippines; Roxas, Philippines",,,"Roxas, Philippines; San Juan, Philippines",,"Roxas, Philippines; Boracay, Philippines",,,"Boracay, Philippines; Roxas City, Philippines",,,"Roxas City, Philippines; Milagros, Philippines",,,"Milagros, Philippines; San Remigio, Philippines",,,"Masbate City, Philippines; Pasacao, Philippines",,,"Bogo, Philippines; Ormoc, Philippines",,,"Leganes, Philippines; Talisay City, Philippines",,,"San Carlos, Philippines; Toledo, Philippines",,,"Tagbilaran, Philippines; Naga, Philippines",,,"Buenavista, Philippines; Baclayon, Philippines",,,"Bacong, Philippines; Cagayan de Oro, Philippines",,,,,,,,,,,,,,
cook-strait,Transpower NZ,,40,https://www.submarinecablemap.com/submarine-cable/cook-strait,,"Fighting Bay, New Zealand","Oteranga Bay, New Zealand",,,,,,,,,,,,,,,,,,,,,"Fighting Bay, New Zealand; Oteranga Bay, New Zealand",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coral-sea-cable-system-cs,"PNG DataCo Limited, Solomon Island Submarine Cable Company",,4700,https://www.submarinecablemap.com/submarine-cable/coral-sea-cable-system-cs,,"Sydney, Australia","Port Moresby, Papua New Guinea","Auki, Solomon Islands","Honiara, Solomon Islands","Noro, Solomon Islands","Taro, Solomon Islands",,,,,,,,,,,,,,,,,"Sydney, Australia; Port Moresby, Papua New Guinea",,,"[Sydney, Australia; Port Moresby, Papua New Guinea]; Honiara, Solomon Islands",,,"Honiara, Solomon Islands; Auki, Solomon Islands",,"Honiara, Solomon Islands; Taro, Solomon Islands",,,"[Honiara, Solomon Islands; Taro, Solomon Islands]; Noro, Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corse-continent-4-cc4,Orange,,190,https://www.submarinecablemap.com/submarine-cable/corse-continent-4-cc4,,"Cannes, France","L'?le-Rousse, France",,,,,,,,,,,,,,,,,,,,,"Cannes, France; L'?le-Rousse, France",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corse-continent-5-cc5,Orange,,299,https://www.submarinecablemap.com/submarine-cable/corse-continent-5-cc5,,"Ajaccio, France","La Seyne, France",,,,,,,,,,,,,,,,,,,,,"Ajaccio, France; La Seyne, France",299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
